ASC_Name,Provider_id,NPI,City,State,Zip_code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC_6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Respiratory,ASC_7_Eye,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Gastrointestinal,ASC_7_Nervous_System,ASC_7_skin,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote,ASC_12_Encounter_Start_Date,ASC_12_Encounter_End_Date,ASC_12_RSHV_Rate
RENAISSANCE SURGERY CENTER  LLC,05C0001813,1013068642,FRESNO,CA,93720,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,664,0,0,0,130,0,189,345,,1/1/2016,12/31/2016,91.84,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CLEARER VISION LLC,44C0001108,1013096700,COOKEVILLE,TN,38501,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,839",0,"2,839",0,0,0,0,0,,1/1/2016,12/31/2016,83.33,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TRACY SURGERY CENTER LLC,05C0001859,1013104389,TRACY,CA,95377,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,348",0,123,116,0,634,475,0,,1/1/2016,12/31/2016,85.71,,2016/2017,85.71,,89.8,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,122,No Different than the National Rate,8.8,17.5,,1/1/2016,12/31/2016,12.4
BAYSPINE SURGERY CENTER LLC,05C0001825,1013116748,RICHMOND,CA,94806,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
FOOT SURGERY CENTER OF NORTHERN COLORADO LLC,06C0001043,1013116938,FORT COLLINS,CO,80524,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SOUTH JERSEY MUSCULOSKELETAL INSTITUTE LLC,31C0001233,1013136456,SEWELL,NJ,8080,2016,0,,0,,0,,0,,973.96,,1/1/2016,12/31/2016,Yes,,"7,533",0,0,0,717,"3,015","3,801",0,,1/1/2016,12/31/2016,53.85,,2016/2017,53.85,,43.75,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,242,No Different than the National Rate,8.9,17.7,,1/1/2016,12/31/2016,12.6
GATEWAY ASC,50C0001272,1013138536,EVERETT,WA,98201,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HARRISON ENDO SURGICAL CENTER LLC,31C0001262,1013143007,HARRISON,NJ,7029,2016,0,,0,,0,,0,,921.88,,1/1/2016,12/31/2016,Yes,,"1,988",403,0,0,306,"1,172",101,6,,1/1/2016,12/31/2016,91.23,,2016/2017,87,,48.76,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,120,No Different than the National Rate,9,17.8,,1/1/2016,12/31/2016,12.8
WEST SIDE SURGERY CENTER,11C0001335,1013158948,DOUGLAS,GA,31533,2016,0,,0,,0,,5.128,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,114,100,0,0,0,0,0,14,,1/1/2016,12/31/2016,77.78,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE OREGON CLINIC PC,38C0001063,1013172840,PORTLAND,OR,97225,2016,0,,0,,0,,1.586,,500,1,1/1/2016,12/31/2016,Yes,,"14,382",0,0,0,0,"14,382",0,0,,1/1/2016,12/31/2016,82.93,,2016/2017,98.96,,98.96,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,841,No Different than the National Rate,8.9,16.5,,1/1/2016,12/31/2016,12.1
DESERT MIRAGE SURGERY CENTER,03C0001317,1013195569,SURPRISE,AZ,85378,2016,0,,0,,0,,0.899,,947.85,,1/1/2016,12/31/2016,Yes,,"2,733",0,0,474,24,"1,484",739,12,,1/1/2016,12/31/2016,85.96,,2016/2017,96.01,,96.07,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,242,No Different than the National Rate,8.3,16.5,,1/1/2016,12/31/2016,11.8
NORTH COLUMBUS SURGERY CENTER LLC,11C0001036,1013212927,COLUMBUS,GA,31909,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,834",0,0,0,567,0,"3,267",0,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NORTH COLUMBUS SURGERY CENTER LLC,11C0001368,1013212927,COLUMBUS,GA,31909,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,834",0,0,0,567,0,"3,267",0,,1/1/2016,12/31/2016,72.22,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CARLIN VISION SURGERY CENTER LLC,11C0001356,1013222926,SNELLVILLE,GA,30078,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,051",0,"3,051",0,0,0,0,0,,1/1/2016,12/31/2016,64.71,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TUSCAN SURGERY CENTER AT LAS COLINAS LLC,45C0001384,1013227248,IRVING,TX,75039,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"4,720",0,0,0,0,"4,720",0,0,,1/1/2016,12/31/2016,80,,2016/2017,92.06,,95.24,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,539,No Different than the National Rate,8.9,16.8,,1/1/2016,12/31/2016,12.3
WESTSIDE SURGERY LLC,11C0001335,1013253178,DOUGLAS,GA,31533,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,77.78,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MATTHEWS SURGERY CENTER LLC,34C0001180,1013298926,MATTHEWS,NC,28105,2016,0,,0,,0,,0,,995.35,,1/1/2016,12/31/2016,Yes,,"1,822",0,0,0,"1,507",0,309,6,,1/1/2016,12/31/2016,98.1,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MELBOURNE SURGERY CENTER LLC,10C0001228,1013309459,MELBOURNE,FL,32901,2016,0,,0,,0,,4.561,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,858",125,321,42,895,139,282,54,,1/1/2016,12/31/2016,76.56,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,99.02,,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
AFFINITY GASTROENTEROLOGY SERVICES,36C0001161,1013319144,CANTON,OH,44718,2016,5.319,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"1,987",0,0,0,0,"1,987",0,0,,1/1/2016,12/31/2016,70.97,,2016/2017,92.86,,81.33,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,261,No Different than the National Rate,8.6,17.1,,1/1/2016,12/31/2016,12.2
CENTER FOR PAIN AND SPINE LLC,11C0001430,1013341734,NEWNAN,GA,30265,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,022",0,0,0,51,0,971,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ROANOKE AMBULATORY SURGERY CENTER LLC,49C0001030,1013914985,ROANOKE,VA,24016,2016,0,,0,,0,,2.907,,997.35,,1/1/2016,12/31/2016,Yes,,"2,945",81,0,0,"1,888",0,947,29,,1/1/2016,12/31/2016,78.86,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BLOOMFIELD SURGI CENTER LLC,31C0001195,1013921964,BLOOMFIELD,NJ,7003,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,485",0,0,0,396,0,"3,089",0,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SOUTH ALABAMA OUTPATIENT SERVICES,01C0001037,1013924133,ENTERPRISE,AL,36330,2016,0,,0,,0,,0.688,,991.6,,1/1/2016,12/31/2016,Yes,,"3,512",229,261,0,513,430,"2,065",14,,1/1/2016,12/31/2016,51.85,,2016/2017,93.75,,78.32,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,66,No Different than the National Rate,9,17.9,,1/1/2016,12/31/2016,12.6
MIAMI LAKES SURGERY CENTER LTD,10C0001487,1013947159,MIAMI LAKES,FL,33014,2016,0,,0,,0,,2.174,,818.18,,1/1/2016,12/31/2016,Yes,,"3,338",0,769,237,273,"2,024",31,4,,1/1/2016,12/31/2016,27.78,,2016/2017,22.92,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,50,No Different than the National Rate,8.6,17.1,,1/1/2016,12/31/2016,12.2
WOODLANDS ENDOSCOPY CENTR LTD,45C0001457,1013962380,SHENANDOAH,TX,77384,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,96.43,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BRISTOL SURGERY CENTER LLC,44C0001006,1013964063,BRISTOL,TN,37620,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,721",1,34,3,187,1,"2,479",16,,1/1/2016,12/31/2016,41.1,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CLEVELAND CENTER FOR DIGESTIVE,36C0001034,1013967025,BEACHWOOD,OH,44122,2016,0,,0,,0,,0,,977.78,,1/1/2016,12/31/2016,Yes,,"3,556",0,0,0,0,"3,556",0,0,,1/1/2016,12/31/2016,46.15,,2016/2017,14.62,,52.55,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,447,No Different than the National Rate,9.6,17.9,,1/1/2016,12/31/2016,13.2
OWENSBORO AMBULATORY SURGICAL FACILITY LTD,18C0001006,1013973825,OWENSBORO,KY,42303,2016,0,,0,,0,,0.463,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,831",9,"2,402",94,16,"1,069",85,156,,1/1/2016,12/31/2016,70.23,,2016/2017,96.88,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,290,No Different than the National Rate,9.4,18.1,,1/1/2016,12/31/2016,13.1
AIRPORT ENDOSCOPY CENTER,05C0001514,1013980317,LOS ANGELES,CA,90045,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,908",0,0,0,0,"4,908",0,0,,1/1/2016,12/31/2016,59.38,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,137,No Different than the National Rate,9.2,18,,1/1/2016,12/31/2016,12.9
MAYFAIR DIGESTIVE HEALTH CENTER LLC,52C0001053,1013984657,WAUWATOSA,WI,53226,2016,0,,1.684,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,456",0,0,0,0,"5,456",0,0,,1/1/2016,12/31/2016,75.76,,2016/2017,43.74,,72.7,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,335,No Different than the National Rate,8.1,16,,1/1/2016,12/31/2016,11.5
POPP COSMETIC SURGERY PC,28C0001029,1013984665,OMAHA,NE,68164,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
AUGUSTA PLASTIC SURGERY CENTER INC,11C0001090,1013990308,AUGUSTA,GA,30901,2016,0,,0,,0,,0,,666.67,1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PASADENA LASER AND SURGERY CENTER,05C0001422,1013993252,PASADENA,CA,91106,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EYE SURGERY CENTER OF EAST TENNESSEE,44C0001064,1013997915,KNOXVILLE,TN,37909,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,263",0,"4,180",0,0,0,0,83,,1/1/2016,12/31/2016,83.87,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BLOOMINGTON SURGERY CENTER,15C0001024,1013999580,BLOOMINGTON,IN,47403,2016,0.357,23,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,733",0,"4,677",0,0,0,0,56,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SOUTHERN ILLINOIS ORTHOPEDIC CENTERLLC,14C0001086,1023001377,HERRIN,IL,62948,2016,0,,0,,0,,3.472,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,003",0,0,0,"3,003",0,0,0,,1/1/2016,12/31/2016,46.59,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ROANOKE VALLEY CENTER FOR SIGHT LLC,49C0001021,1023005139,SALEM,VA,24153,2016,0.175,,0,,0,,0.351,,0,1,1/1/2016,12/31/2016,Yes,,"9,855",0,"9,855",0,0,0,0,0,,1/1/2016,12/31/2016,40.32,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE GABLES SURGICAL CENTER,10C0001322,1023005600,MIAMI,FL,33134,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,863",0,0,0,"1,082",0,"2,530",251,,1/1/2016,12/31/2016,4.76,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE ENDOSCOPY CENTER LLC,39C0001152,1023006079,SELLERSVILLE,PA,18960,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,936",0,0,0,0,"1,936",0,0,,1/1/2016,12/31/2016,79.17,,2016/2017,96.83,,95.24,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,651,No Different than the National Rate,9.3,17.7,,1/1/2016,12/31/2016,12.7
BLUE RIDGE SURGICAL CENTER LLC,26C0001072,1023010311,KANSAS CITY,MO,64133,2016,0.653,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"3,387",0,"3,387",0,0,0,0,0,,1/1/2016,12/31/2016,69.57,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TUCSON GASTROENTEROLOGY INSTITUTE LLC,03C0001240,1023015989,TUCSON,AZ,85712,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,883",0,0,0,0,"6,883",0,0,,1/1/2016,12/31/2016,33.33,,2016/2017,96.83,,82.93,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,734,No Different than the National Rate,8.3,15.5,,1/1/2016,12/31/2016,11.3
BAYSIDE AMBULATORY CENTER LLC,10C0001415,1023036688,MIAMI,FL,33133,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"7,073",122,"2,231",599,59,"3,751",2,309,,1/1/2016,12/31/2016,25.78,,2016/2017,38.54,,92.71,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,257,No Different than the National Rate,9.2,17.3,,1/1/2016,12/31/2016,12.7
CAPE SURGERY CENTER LLC,44C0001157,1023039195,DYERSBURG,TN,38024,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,033",0,"3,033",0,0,0,0,0,,1/1/2016,12/31/2016,50,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BEVERLY HILLS ENDOSCOPY LLC,05C0001708,1023039682,BEVERLY HILLS,CA,90211,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,704,0,0,0,0,704,0,0,,1/1/2016,12/31/2016,100,,2016/2017,100,,96.08,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,164,No Different than the National Rate,8.5,16.9,,1/1/2016,12/31/2016,11.9
AESTHETIC EYE ASSOCIATES PS,50C0001089,1023043445,KIRKLAND,WA,98033,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,106",0,544,0,0,0,0,562,,1/1/2016,12/31/2016,61.11,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
INSTITUTO DE OJOS Y PIEL INC,40C0001012,1023052685,CAROLINA,PR,985,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ZION AMBULATORY CENTER LLC,21C0001426,1023055001,BALTIMORE,MD,21237,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,761,0,0,0,0,0,761,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GAILEY EYE SURGERY  DECATUR LLC,14C0001130,1023056090,DECATUR,IL,62526,2016,0,,0,,0,,1.106,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,662",0,"1,662",0,0,0,0,0,,1/1/2016,12/31/2016,76.67,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PHYSICIANS DAY SURGERY CENTER,04C0001010,1023057916,PINE BLUFF,AR,71603,2016,0.646,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,776",0,"2,574",0,23,0,0,179,,1/1/2016,12/31/2016,64.71,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SOUTHWESTERN EYE CENTER LTD,03C0001047,1023063187,MESA,AZ,85213,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,67.44,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TOMS RIVER SURGERY CENTER LLC,31C0001153,1023070026,TOMS RIVER,NJ,8753,2016,0,,0,,0,,0,,992.59,,1/1/2016,12/31/2016,Yes,,"3,675",17,25,28,"1,963",348,"1,072",222,,1/1/2016,12/31/2016,46.58,,2016/2017,58.73,,24.14,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,94,No Different than the National Rate,9,18,,1/1/2016,12/31/2016,12.9
SAHARA OUTPATIENT SURGERY CENTER LTD,29C0001022,1023071180,LAS VEGAS,NV,89102,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,256",155,0,0,803,23,"1,228",47,,1/1/2016,12/31/2016,28.1,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MEDICAL PLAZA AMBULATORY SURGERY CENTER ASSOCIATES LP,45C0001157,1023071560,FORT WORTH,TX,76104,2016,0.613,,0,,0,,0,,384.62,,1/1/2016,12/31/2016,Yes,,"6,616",178,"2,575",0,179,"3,358",67,259,,1/1/2016,12/31/2016,96.06,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,242,No Different than the National Rate,8,16.2,,1/1/2016,12/31/2016,11.5
SOUTH JERSEY EYE PHYSICIANS PA,31C0001069,1023072824,MOORESTOWN,NJ,8057,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,940",0,"1,940",0,0,0,0,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ARIZONA EYE INSTITUTE AND COSMETIC LASER CENTER,03C0001261,1023074291,SUN CITY WEST,AZ,85375,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,259",0,944,0,0,0,0,"1,315",,1/1/2016,12/31/2016,41.67,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
WEB PROPERTIES INC,27C0001007,1023079860,BILLINGS,MT,59101,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,589,0,589,0,0,0,0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PANAMA CITY SURGERY CENTER LLC,10C0001407,1023088473,PANAMA CITY,FL,32405,2016,0,,0,,0,,0.519,,998.85,,1/1/2016,12/31/2016,Yes,,"6,079",87,0,209,"1,096","1,660","2,770",257,,1/1/2016,12/31/2016,63.87,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,272,No Different than the National Rate,9.9,18.8,,1/1/2016,12/31/2016,13.8
VISION CARE OF MAINEAROOSTOOK LLC,20C0001005,1023104825,PRESQUE ISLE,ME,4769,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,3,0,3,0,0,0,0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGICAL CENTER OF CONNECTICUT LLC,07C0001029,1023113701,BRIDGEPORT,CT,6606,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,368",0,0,534,859,933,42,0,,1/1/2016,12/31/2016,74.74,,2016/2017,96.88,,N/A,1,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,53,No Different than the National Rate,8.7,17.2,,1/1/2016,12/31/2016,12.3
MAIN LINE ENDOSCOPY CENTER WEST,39C0001137,1023115078,MALVERN,PA,19355,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,424",0,0,0,0,"6,424",0,0,,1/1/2016,12/31/2016,94.12,,2016/2017,97.97,,60.82,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1019,No Different than the National Rate,8.2,15,,1/1/2016,12/31/2016,11.1
